date,channel,campaign_name,spend,revenue,impressions,clicks,conversions
2024-01-01,google_ads,Search_TM_Campaign_01,46.98,549.98808538,481.0,158.0,4.193582
2024-01-01,google_ads,Pmax_NTM_Campaign_10,428.540565,3382.54261297,163705.0,1520.0,24.266729
2024-01-01,google_ads,Pmax_Campaign_04,14.43,193.02699906,316.0,19.0,2.927613
2024-01-01,google_ads,Pmax_NTM_Campaign_11,48.47005,220.955,16381.0,149.0,2.5
2024-01-01,google_ads,Pmax_Campaign_05,63.23,286.88582623,16337.0,177.0,6.981059999999999
2024-01-01,google_ads,Pmax_Campaign_06,62.358381,303.80402445,20532.0,252.0,4.021899
2024-01-01,google_ads,Video_Campaign_03,0.268223,0.0,105.0,1.0,0.0
2024-01-01,google_ads,Pmax_Campaign_03,7.162371,19.73102955,2687.0,28.0,0.987045
2024-01-01,google_ads,Pmax_Campaign_08,53.343372,171.235,19543.0,145.0,1.7
2024-01-01,google_ads,Pmax_Campaign_07,56.345718,160.51,5564.0,133.0,1.0
2024-01-02,google_ads,Search_TM_Campaign_01,53.558564,670.81681702,818.0,244.0,4.083258
2024-01-02,google_ads,Pmax_NTM_Campaign_10,494.385302,2274.952651,162747.0,1527.0,27.580184
2024-01-02,google_ads,Pmax_Campaign_04,37.39,271.35724816,389.0,32.0,1.020662
2024-01-02,google_ads,Pmax_Campaign_07,61.750801,101.84,4831.0,129.0,2.0
2024-01-02,google_ads,Video_Campaign_03,0.251895,0.0,40.0,0.0,0.0
2024-01-02,google_ads,Pmax_NTM_Campaign_11,41.03004,137.38255577,14713.0,145.0,3.986077
2024-01-02,google_ads,Pmax_Campaign_03,4.195506,0.0,2598.0,28.0,0.0
2024-01-02,google_ads,Pmax_Campaign_06,53.337038,424.36571657,16700.0,239.0,5.565743
2024-01-02,google_ads,Pmax_Campaign_08,37.484932,320.0,20171.0,113.0,2.0
2024-01-02,google_ads,Pmax_Campaign_05,59.03,185.70189299,14705.0,160.0,3.972154
2024-01-03,google_ads,Pmax_NTM_Campaign_11,32.75013,108.7959,7360.0,99.0,2.320106
2024-01-03,google_ads,Pmax_Campaign_05,67.39003,264.97981634,18258.0,183.0,3.492939
2024-01-03,google_ads,Pmax_Campaign_04,11.58,0.0,265.0,19.0,0.0
2024-01-03,google_ads,Video_Campaign_03,0.129766,0.0,50.0,0.0,0.0
2024-01-03,google_ads,Pmax_Campaign_07,52.40711,209.67,4917.0,107.0,2.0
2024-01-03,google_ads,Pmax_NTM_Campaign_10,696.080126,2961.20188233,225932.0,2035.0,34.415535
2024-01-03,google_ads,Pmax_Campaign_06,89.078163,378.32464402,21698.0,307.0,6.760065
2024-01-03,google_ads,Pmax_Campaign_03,1.968827,0.0,755.0,8.0,0.0
2024-01-03,google_ads,Pmax_Campaign_08,28.92,0.0,6057.0,56.0,0.0
2024-01-03,google_ads,Search_TM_Campaign_01,75.7,601.39843131,1079.0,357.0,10.356219
2024-01-04,google_ads,Pmax_Campaign_03,0.224715,0.0,42.0,0.0,0.0
2024-01-04,google_ads,Search_TM_Campaign_01,95.3,1802.78762954,1384.0,382.0,14.30958
2024-01-04,google_ads,Pmax_Campaign_05,128.78001,345.99126769,26027.0,260.0,5.7510390000000005
2024-01-04,google_ads,Pmax_Campaign_07,77.317295,20.85838025,5253.0,133.0,0.159092
2024-01-04,google_ads,Pmax_NTM_Campaign_10,802.69901,3802.94379529,254141.0,2078.0,40.760104
2024-01-04,google_ads,Pmax_Campaign_04,4.59,0.0,263.0,14.0,0.0
2024-01-04,google_ads,Video_Campaign_03,0.186912,0.0,58.0,0.0,0.0
2024-01-04,google_ads,Pmax_NTM_Campaign_11,25.17039,13.46439324,7853.0,83.0,0.162948
2024-01-04,google_ads,Pmax_Campaign_06,86.3133,271.80538083,26642.0,300.0,5.454585
2024-01-05,google_ads,Search_TM_Campaign_01,92.73,1168.57615885,1308.0,390.0,9.437749
2024-01-05,google_ads,Video_Campaign_03,0.09834,0.0,44.0,0.0,0.0
2024-01-05,google_ads,Pmax_Campaign_03,0.152582,0.0,79.0,0.0,0.0
2024-01-05,google_ads,Pmax_Campaign_04,2.52,0.0,230.0,10.0,0.0
2024-01-05,google_ads,Pmax_NTM_Campaign_11,38.49175,106.847231,7885.0,102.0,0.511814
2024-01-05,google_ads,Pmax_Campaign_07,54.333121,581.45,4950.0,104.0,6.0
2024-01-05,google_ads,Pmax_NTM_Campaign_10,817.897201,4025.26182474,259766.0,2125.0,43.201581
2024-01-05,google_ads,Pmax_Campaign_05,98.28079,954.09293264,23944.0,236.0,13.717375
2024-01-05,google_ads,Pmax_Campaign_06,93.049528,596.6356717799999,26706.0,323.0,6.019909999999999
2024-01-06,google_ads,Pmax_Campaign_04,5.92,0.0,248.0,8.0,0.0
2024-01-06,google_ads,Pmax_Campaign_06,99.42436,286.68104597,31074.0,355.0,6.028243
2024-01-06,google_ads,Search_TM_Campaign_01,101.41,1140.09175736,1496.0,457.0,8.069344000000001
2024-01-06,google_ads,Pmax_NTM_Campaign_11,35.57001,64.33,8779.0,114.0,1.0
2024-01-06,google_ads,Video_Campaign_03,16.634846,0.0,69.0,0.0,0.0
2024-01-06,google_ads,Pmax_Campaign_07,57.410139,34.52,5237.0,130.0,1.0
2024-01-06,google_ads,Pmax_Campaign_05,92.85,363.85729232,23468.0,208.0,3.961964
2024-01-06,google_ads,Pmax_NTM_Campaign_10,933.34839,4992.07812363,316232.0,2499.0,23.57988
2024-01-06,google_ads,Pmax_Campaign_03,12.386983,0.0,62.0,0.0,0.0
2024-01-07,google_ads,Pmax_Campaign_03,1.730339,0.0,75.0,2.0,0.0
2024-01-07,google_ads,Video_Campaign_03,0.119932,0.0,36.0,0.0,0.0
2024-01-07,google_ads,Search_TM_Campaign_01,119.81,501.0218567,1428.0,428.0,8.196562
2024-01-07,google_ads,Pmax_Campaign_04,4.42,0.0,256.0,8.0,0.0
2024-01-07,google_ads,Pmax_NTM_Campaign_10,973.612037,3578.3164120700003,304378.0,2419.0,32.78928500000001
2024-01-07,google_ads,Pmax_Campaign_06,98.148725,397.82310791,29802.0,341.0,7.512601
